phenotype	snp	covariates	beta	SE	OR	p	type	n_total	n_cases	n_controls	HWE_p	allele_freq	n_no_snp	formula	expanded_formula	note
090.2	BAG3	sex	NA	NA	NA	NA	logistic	408606	5	408601	0.135692974268656	0.216071227539488	966	`090.2` ~ `BAG3` + `sex`	NA	 [Error: < 20  cases or controls]
090.3	BAG3	sex	NA	NA	NA	NA	logistic	408606	5	408601	0.140399711824811	0.216067556521441	966	`090.3` ~ `BAG3` + `sex`	NA	 [Error: < 20  cases or controls]
1000	BAG3	sex	0.00244334010929314	0.069057874914683	1.00244632749731	0.971775895344106	logistic	408663	618	408045	0.145404476177903	0.216065560131453	966	`1000` ~ `BAG3` + `sex`	(Intercept) + BAG3 + sex	
1001	BAG3	sex	0.0380469390882052	0.0520514723112277	1.03877999111978	0.464810686683905	logistic	408663	1068	407595	0.145404476177903	0.216065560131453	966	`1001` ~ `BAG3` + `sex`	(Intercept) + BAG3 + sex	
1002	BAG3	sex	0.0525208575943666	0.0202068397752727	1.05392454417993	0.009345155800547	logistic	408663	7152	401511	0.145404476177903	0.216065560131453	966	`1002` ~ `BAG3` + `sex`	(Intercept) + BAG3 + sex	
1004	BAG3	sex	0.0196371120501442	0.0734064763936646	1.01983118841987	0.789074989320705	logistic	408663	542	408121	0.145404476177903	0.216065560131453	966	`1004` ~ `BAG3` + `sex`	(Intercept) + BAG3 + sex	
1005	BAG3	sex	0.0456039943950771	0.0443931965920453	1.04665984571192	0.304291273294507	logistic	408663	1465	407198	0.145404476177903	0.216065560131453	966	`1005` ~ `BAG3` + `sex`	(Intercept) + BAG3 + sex	
1006	BAG3	sex	-0.0331147559234181	0.107838989578972	0.96742753517866	0.758785593019933	logistic	408663	258	408405	0.145404476177903	0.216065560131453	966	`1006` ~ `BAG3` + `sex`	(Intercept) + BAG3 + sex	
1007	BAG3	sex	0.182434130131367	0.0942298619144502	1.20013509560883	0.0528610498467895	logistic	408663	301	408362	0.145404476177903	0.216065560131453	966	`1007` ~ `BAG3` + `sex`	(Intercept) + BAG3 + sex	
1008	BAG3	sex	0.010982516788276	0.086013855692052	1.01104304601056	0.898399755191819	logistic	408663	396	408267	0.145404476177903	0.216065560131453	966	`1008` ~ `BAG3` + `sex`	(Intercept) + BAG3 + sex	
1009	BAG3	sex	0.0149127809739578	0.0189522466839862	1.01502453130385	0.431363326532625	logistic	408663	8324	400339	0.145404476177903	0.216065560131453	966	`1009` ~ `BAG3` + `sex`	(Intercept) + BAG3 + sex	
1010	BAG3	sex	0.0100881751416677	0.0138000418134159	1.01013923232735	0.464763901675331	logistic	408663	16055	392608	0.145404476177903	0.216065560131453	966	`1010` ~ `BAG3` + `sex`	(Intercept) + BAG3 + sex	
1011	BAG3	sex	-0.00940873716595625	0.0270339067009642	0.990635386510449	0.727814136081893	logistic	408663	4100	404563	0.145404476177903	0.216065560131453	966	`1011` ~ `BAG3` + `sex`	(Intercept) + BAG3 + sex	
1012	BAG3	sex	0.129297702282177	0.345516056575721	1.13802886753194	0.70824347974089	logistic	408663	23	408640	0.145404476177903	0.216065560131453	966	`1012` ~ `BAG3` + `sex`	(Intercept) + BAG3 + sex	
1013	BAG3	sex	0.0467913338836713	0.09463287533598	1.04790332434742	0.620987598901625	logistic	408663	321	408342	0.145404476177903	0.216065560131453	966	`1013` ~ `BAG3` + `sex`	(Intercept) + BAG3 + sex	
1014	BAG3	sex	0.0023325815818303	0.235557829051033	1.00233530416672	0.992099178266544	logistic	408663	53	408610	0.145404476177903	0.216065560131453	966	`1014` ~ `BAG3` + `sex`	(Intercept) + BAG3 + sex	
1015	BAG3	sex	0.0620022975892392	0.0285609920225836	1.06396478927928	0.0299407442880956	logistic	408663	3528	405135	0.145404476177903	0.216065560131453	966	`1015` ~ `BAG3` + `sex`	(Intercept) + BAG3 + sex	
1019	BAG3	sex	-0.00199136489136067	0.013627246702718	0.998010616560222	0.883817875949677	logistic	408663	16586	392077	0.145404476177903	0.216065560131453	966	`1019` ~ `BAG3` + `sex`	(Intercept) + BAG3 + sex	
110	BAG3	sex	-0.27210037795608	0.100030992289215	0.761777791554271	0.00652501895720882	logistic	405435	348	405087	0.143287152842696	0.216025996768903	958	`110` ~ `BAG3` + `sex`	(Intercept) + BAG3 + sex	
110.1	BAG3	sex	-0.277950915408837	0.101242550234432	0.7573339940315	0.00604378783624113	logistic	405428	341	405087	0.145627383869867	0.216026026816105	958	`110.1` ~ `BAG3` + `sex`	(Intercept) + BAG3 + sex	
110.11	BAG3	sex	-0.162210299050537	0.187792983308099	0.850262376366737	0.387713215775644	logistic	405179	92	405087	0.155176268748351	0.216056360275335	958	`110.11` ~ `BAG3` + `sex`	(Intercept) + BAG3 + sex	
110.12	BAG3	sex	-0.36136987595988	0.151421905619402	0.696721250361151	0.0170091496709822	logistic	405248	161	405087	0.14461550171404	0.216040548010107	958	`110.12` ~ `BAG3` + `sex`	(Intercept) + BAG3 + sex	
110.13	BAG3	sex	-0.226658420428454	0.30627738584389	0.79719304064581	0.459273933029247	logistic	405123	36	405087	0.156195552351268	0.216059073417209	958	`110.13` ~ `BAG3` + `sex`	(Intercept) + BAG3 + sex	
110.2	BAG3	sex	NA	NA	NA	NA	logistic	405095	8	405087	0.14786866463273	0.216061664547822	958	`110.2` ~ `BAG3` + `sex`	NA	 [Error: < 20  cases or controls]
1100	BAG3	sex	0.0387688017533801	0.0321936435432366	1.03953011832454	0.228497688446415	logistic	408663	2810	405853	0.145404476177903	0.216065560131453	966	`1100` ~ `BAG3` + `sex`	(Intercept) + BAG3 + sex	
112	BAG3	sex	0.0204417813493194	0.0316974284623831	1.02065214552273	0.518989748132928	logistic	408012	2925	405087	0.150216797569302	0.216086781761321	965	`112` ~ `BAG3` + `sex`	(Intercept) + BAG3 + sex	
112.3	BAG3	sex	0.129825052181727	0.250097224004549	1.13862916521047	0.603692170442917	logistic	405131	44	405087	0.146343646949545	0.216064680313281	958	`112.3` ~ `BAG3` + `sex`	(Intercept) + BAG3 + sex	
117	BAG3	sex	0.138881851925526	0.0885616983846366	1.14898834122384	0.116836054211248	logistic	405436	349	405087	0.14247438353181	0.216083426237433	959	`117` ~ `BAG3` + `sex`	(Intercept) + BAG3 + sex	
117.1	BAG3	sex	NA	NA	NA	NA	logistic	405092	5	405087	0.148421894633273	0.216062030353599	958	`117.1` ~ `BAG3` + `sex`	NA	 [Error: < 20  cases or controls]
117.2	BAG3	sex	NA	NA	NA	NA	logistic	405088	1	405087	0.148635486211435	0.216062929536298	958	`117.2` ~ `BAG3` + `sex`	NA	 [Error: < 20  cases or controls]
117.3	BAG3	sex	NA	NA	NA	NA	logistic	405088	1	405087	0.148635486211435	0.216062929536298	958	`117.3` ~ `BAG3` + `sex`	NA	 [Error: < 20  cases or controls]
117.4	BAG3	sex	0.169204169241056	0.116357677333569	1.1843619245158	0.145898404565074	logistic	405286	199	405087	0.136106500684883	0.216077041891405	958	`117.4` ~ `BAG3` + `sex`	(Intercept) + BAG3 + sex	
130	BAG3	sex	-0.100019332979212	0.197587331450797	0.904819925002063	0.612714031836531	logistic	408098	80	408018	0.130729234799262	0.216079226068248	965	`130` ~ `BAG3` + `sex`	(Intercept) + BAG3 + sex	
130.1	BAG3	sex	0.146611183312048	0.29652698461971	1.15790366322619	0.621004087900299	logistic	408049	31	408018	0.13353842566619	0.21608434281177	964	`130.1` ~ `BAG3` + `sex`	(Intercept) + BAG3 + sex	
131	BAG3	sex	NA	NA	NA	NA	logistic	408034	16	408018	0.126471641657458	0.216082483322468	964	`131` ~ `BAG3` + `sex`	NA	 [Error: < 20  cases or controls]
132	BAG3	sex	-0.629070333242754	0.338629623643168	0.533087164125109	0.0632124335571887	logistic	408057	39	408018	0.129569786166071	0.216073979860657	964	`132` ~ `BAG3` + `sex`	(Intercept) + BAG3 + sex	
132.1	BAG3	sex	NA	NA	NA	NA	logistic	408022	4	408018	0.131831400625271	0.216081485802236	964	`132.1` ~ `BAG3` + `sex`	NA	 [Error: < 20  cases or controls]
133	BAG3	sex	-0.356670762186841	0.227697495665101	0.700002927232445	0.117249449382618	logistic	408089	71	408018	0.134547220096631	0.216072964475886	964	`133` ~ `BAG3` + `sex`	(Intercept) + BAG3 + sex	
134	BAG3	sex	0.0069611017722601	0.132295555112656	1.00698538655812	0.958036429976488	logistic	408186	168	408018	0.139792925250822	0.216082864184465	965	`134` ~ `BAG3` + `sex`	(Intercept) + BAG3 + sex	
134.1	BAG3	sex	-0.0136750766199256	0.146805814976728	0.986418002469389	0.92578377375049	logistic	408156	138	408018	0.144329101757748	0.216081596252413	965	`134.1` ~ `BAG3` + `sex`	(Intercept) + BAG3 + sex	
136	BAG3	sex	0.0262247245002935	0.102995464073458	1.02657161834783	0.799016464660843	logistic	408292	274	408018	0.143962245350122	0.216085546618596	964	`136` ~ `BAG3` + `sex`	(Intercept) + BAG3 + sex	
145	BAG3	sex	-0.120853081274022	0.0656716507373748	0.886164144136431	0.0657296966318647	logistic	407005	735	406270	0.0882624273956572	0.216032972567905	962	`145` ~ `BAG3` + `sex`	(Intercept) + BAG3 + sex	
145.1	BAG3	sex	-0.261362041176833	0.240226596667947	0.770002096680187	0.276603369868098	logistic	406330	60	406270	0.0175194887466593	0.216062067777422	961	`145.1` ~ `BAG3` + `sex`	(Intercept) + BAG3 + sex	
145.2	BAG3	sex	-0.175670310031603	0.0969888577426465	0.838894512855497	0.0701033717322599	logistic	406618	348	406270	0.0520364546688893	0.216044297104408	961	`145.2` ~ `BAG3` + `sex`	(Intercept) + BAG3 + sex	
145.3	BAG3	sex	-0.11415221651181	0.162830955419262	0.892122149824954	0.483273440216422	logistic	406389	119	406270	0.0480579354606571	0.216062688704665	962	`145.3` ~ `BAG3` + `sex`	(Intercept) + BAG3 + sex	
145.4	BAG3	sex	-0.0474647229889042	0.290163679274795	0.953644114253244	0.870062473121307	logistic	406306	36	406270	0.0262068444870917	0.216067446702731	961	`145.4` ~ `BAG3` + `sex`	(Intercept) + BAG3 + sex	
145.5	BAG3	sex	0.120086740335139	0.212624669712862	1.12759465527585	0.572221558554763	logistic	406331	61	406270	0.0493985323439762	0.216071380229419	961	`145.5` ~ `BAG3` + `sex`	(Intercept) + BAG3 + sex	
149	BAG3	sex	0.134750150551896	0.061120544570704	1.14425085818814	0.0274778117713966	logistic	407004	734	406270	0.0597539857120933	0.216112126662146	962	`149` ~ `BAG3` + `sex`	(Intercept) + BAG3 + sex	
149.1	BAG3	sex	0.0148108097023062	0.100034320491915	1.01492103323864	0.882297561017285	logistic	406562	292	406270	0.0375348834876177	0.216070365651487	962	`149.1` ~ `BAG3` + `sex`	(Intercept) + BAG3 + sex	
149.2	BAG3	sex	-0.289936520343957	0.304618378584709	0.748311068600123	0.341197177144756	logistic	406308	38	406270	0.0227021448987219	0.216063921950835	961	`149.2` ~ `BAG3` + `sex`	(Intercept) + BAG3 + sex	
149.3	BAG3	sex	0.338548094471533	0.205036817881953	1.40290921950883	0.0987064039662983	logistic	406329	59	406270	0.0201816363008773	0.216077365878389	961	`149.3` ~ `BAG3` + `sex`	(Intercept) + BAG3 + sex	
149.4	BAG3	sex	0.251026336394954	0.0932518901792061	1.28534393521097	0.00710426507152844	logistic	406567	297	406270	0.0241194239642193	0.21610214306621	961	`149.4` ~ `BAG3` + `sex`	(Intercept) + BAG3 + sex	
149.5	BAG3	sex	NA	NA	NA	NA	NA	406270	NA	NA	NA	NA	961	NA	NA	 [Note: Column(s) dropped due to lack of variability:  149.5 ] [Error: non-varying phenotype or genotype]
149.9	BAG3	sex	0.149972232118104	0.200031943987989	1.16180198150016	0.453410460945686	logistic	406338	68	406270	0.0158983149063634	0.216072579970369	961	`149.9` ~ `BAG3` + `sex`	(Intercept) + BAG3 + sex	
150	BAG3	sex	-0.0140062892947267	0.056675813903451	0.986091342424279	0.80480767974943	logistic	390197	927	389270	0.101761833192403	0.215972957249799	921	`150` ~ `BAG3` + `sex`	(Intercept) + BAG3 + sex	
151	BAG3	sex	-0.066133028153248	0.0653582298960221	0.936006340814291	0.31160756037109	logistic	389988	718	389270	0.111370001199518	0.215957926910572	922	`151` ~ `BAG3` + `sex`	(Intercept) + BAG3 + sex	
153	BAG3	sex	0.0288856199694767	0.0232407252597777	1.02930685559221	0.213909085564907	logistic	381520	5454	376066	0.219967608963428	0.216009645628014	905	`153` ~ `BAG3` + `sex`	(Intercept) + BAG3 + sex	
153.2	BAG3	sex	0.0340761975131844	0.0282666014672899	1.03466344250584	0.227999290093188	logistic	379724	3658	376066	0.193996514359186	0.215993721755802	895	`153.2` ~ `BAG3` + `sex`	(Intercept) + BAG3 + sex	
153.3	BAG3	sex	0.0500832395807156	0.0338816066821613	1.05135860738344	0.139358608819301	logistic	378581	2515	376066	0.283142774552891	0.21599472768047	896	`153.3` ~ `BAG3` + `sex`	(Intercept) + BAG3 + sex	
155	BAG3	sex	-0.0229990555835438	0.0791085646100566	0.977263406716485	0.771259540747786	logistic	389748	478	389270	0.0864962356333341	0.215972885043669	922	`155` ~ `BAG3` + `sex`	(Intercept) + BAG3 + sex	
155.1	BAG3	sex	0.120933159421358	0.116871908477139	1.12854947694623	0.300785870245812	logistic	389472	202	389270	0.0657434450631124	0.215988569139758	922	`155.1` ~ `BAG3` + `sex`	(Intercept) + BAG3 + sex	
157	BAG3	sex	-0.0738779573124246	0.0618414323395588	0.928785038346972	0.232229555907372	logistic	390077	807	389270	0.0574109559366673	0.215952235071537	921	`157` ~ `BAG3` + `sex`	(Intercept) + BAG3 + sex	
158	BAG3	sex	0.0482563462054036	0.0471040960820061	1.049439640716	0.305617213476801	logistic	390569	1299	389270	0.00974577471951183	0.216005366529346	922	`158` ~ `BAG3` + `sex`	(Intercept) + BAG3 + sex	
159	BAG3	sex	0.013964563778975	0.0209547813760974	1.01406252375807	0.505146391295473	logistic	396056	6786	389270	0.096935266069489	0.216021219221524	939	`159` ~ `BAG3` + `sex`	(Intercept) + BAG3 + sex	
159.2	BAG3	sex	-0.0819992375591473	0.115512131331012	0.921272661111994	0.477781314674134	logistic	389502	232	389270	0.0795148673864988	0.215969366010958	921	`159.2` ~ `BAG3` + `sex`	(Intercept) + BAG3 + sex	
159.3	BAG3	sex	-0.0761808587216089	0.108335796846233	0.926648598922206	0.48193614399988	logistic	389533	263	389270	0.0993053145964874	0.215968865282274	921	`159.3` ~ `BAG3` + `sex`	(Intercept) + BAG3 + sex	
159.4	BAG3	sex	0.0780251331604878	0.109161974205842	1.08114983104083	0.4747544089999	logistic	389508	238	389270	0.0647748580332225	0.215985294268667	921	`159.4` ~ `BAG3` + `sex`	(Intercept) + BAG3 + sex	
164	BAG3	sex	-0.0392929472177243	0.220583609647255	0.961469008215744	0.858619497868668	logistic	405168	62	405106	0.0350583893224507	0.216041247087628	955	`164` ~ `BAG3` + `sex`	(Intercept) + BAG3 + sex	
165	BAG3	sex	0.0170371501958114	0.0289239429896037	1.01718311017504	0.555839292446421	logistic	408628	3522	405106	0.14511044816442	0.216069383400061	966	`165` ~ `BAG3` + `sex`	(Intercept) + BAG3 + sex	
165.1	BAG3	sex	0.0127958223691222	0.0311614140368384	1.01287803920727	0.681343605288063	logistic	408144	3038	405106	0.103622423642829	0.216059773021287	965	`165.1` ~ `BAG3` + `sex`	(Intercept) + BAG3 + sex	
170	BAG3	sex	0.0127615538875495	0.0771694059669682	1.01284333000957	0.868652263059877	logistic	408663	492	408171	0.145404476177903	0.216065560131453	966	`170` ~ `BAG3` + `sex`	(Intercept) + BAG3 + sex	
170.1	BAG3	sex	0.0276356493872714	0.13638995663588	1.02802105607586	0.839430243320938	logistic	408327	156	408171	0.173345159688748	0.21606457569546	965	`170.1` ~ `BAG3` + `sex`	(Intercept) + BAG3 + sex	
170.2	BAG3	sex	0.00729252703682827	0.0911146988202136	1.00731918226739	0.93620800416708	logistic	408525	354	408171	0.143527185530251	0.216063888378924	966	`170.2` ~ `BAG3` + `sex`	(Intercept) + BAG3 + sex	
172	BAG3	sex	-0.021052733072944	0.0134842422147695	0.979167328705844	0.118456731649004	logistic	408519	17128	391391	0.176629774215444	0.216062166019206	966	`172` ~ `BAG3` + `sex`	(Intercept) + BAG3 + sex	
172.1	BAG3	sex	-0.0149618885185495	0.0303548952006421	0.985149484393915	0.622084162741924	logistic	394646	3255	391391	0.177371658114944	0.216184884681461	933	`172.1` ~ `BAG3` + `sex`	(Intercept) + BAG3 + sex	
172.11	BAG3	sex	-0.0149618885185495	0.0303548952006421	0.985149484393915	0.622084162741924	logistic	394646	3255	391391	0.177371658114944	0.216184884681461	933	`172.11` ~ `BAG3` + `sex`	(Intercept) + BAG3 + sex	
172.2	BAG3	sex	-0.0239290437882919	0.0148555923263014	0.97635498575117	0.107228374789555	logistic	405420	14029	391391	0.169403129478262	0.21607222140003	959	`172.2` ~ `BAG3` + `sex`	(Intercept) + BAG3 + sex	
172.21	BAG3	sex	NA	NA	NA	NA	NA	391391	NA	NA	NA	NA	926	NA	NA	 [Note: Column(s) dropped due to lack of variability:  172.21 ] [Error: non-varying phenotype or genotype]
172.22	BAG3	sex	NA	NA	NA	NA	NA	391391	NA	NA	NA	NA	926	NA	NA	 [Note: Column(s) dropped due to lack of variability:  172.22 ] [Error: non-varying phenotype or genotype]
172.3	BAG3	sex	0.000123792596330034	0.0568929961741305	1.00012380025895	0.998263896611946	logistic	392304	913	391391	0.147441712525938	0.216206054488356	927	`172.3` ~ `BAG3` + `sex`	(Intercept) + BAG3 + sex	
173	BAG3	sex	0.0168786568607446	0.122756482435935	1.01702190620675	0.890637907249183	logistic	391585	194	391391	0.113536379656087	0.216207209162762	926	`173` ~ `BAG3` + `sex`	(Intercept) + BAG3 + sex	
174	BAG3	sex	-0.00842353416785272	0.0148145522335022	0.9916118443889	0.569628551847423	logistic	401538	14516	387022	0.261317798703784	0.216132719692781	950	`174` ~ `BAG3` + `sex`	(Intercept) + BAG3 + sex	
