phenotype	snp	covariates	beta	SE	OR	p	type	n_total	n_cases	n_controls	HWE_p	allele_freq	n_no_snp	formula	expanded_formula	note
054	FHOD3	sex	0.0556952144223378	0.0917321501708808	1.05727539233302	0.543751085364869	logistic	402547	268	402279	0.886477101835462	0.321727649193759	971	`054` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
070	FHOD3	sex	0.00216010362846228	0.0599382894201868	1.00216243833307	0.97125142638234	logistic	402919	640	402279	0.875120439889164	0.321719750123474	970	`070` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
070.1	FHOD3	sex	-0.128377001084481	0.181797559264289	0.879521735985365	0.480092621504951	logistic	402352	73	402279	0.878846709228387	0.321714568338172	969	`070.1` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
070.2	FHOD3	sex	0.126256068543547	0.122885742848314	1.13457265945707	0.304219679021603	logistic	402425	146	402279	0.876049243430729	0.321729514816425	970	`070.2` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
070.3	FHOD3	sex	0.0102803120712579	0.0917647241333284	1.01033333602456	0.910800397150064	logistic	402551	272	402279	0.880804224232911	0.321720726069492	969	`070.3` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
070.4	FHOD3	sex	0.196609390083961	0.0830017385690879	1.21726847069564	0.0178488820150124	logistic	402593	314	402279	0.885858001581723	0.321754228215592	971	`070.4` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
070.9	FHOD3	sex	-0.0173370752273487	0.0649295045546522	0.98281234709987	0.789458518266707	logistic	402828	549	402279	0.885711226304801	0.321714230391135	971	`070.9` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
071	FHOD3	sex	-0.0444621883093693	0.127820591349123	0.956511766736864	0.727954038097539	logistic	402422	143	402279	0.878037896416353	0.321715761066741	971	`071` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
071.1	FHOD3	sex	-0.0305925776586166	0.143407683670918	0.969870639557913	0.831072748869186	logistic	402392	113	402279	0.876850810654354	0.321717380067198	971	`071.1` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
078	FHOD3	sex	0.0524860737343106	0.0466757205268065	1.05388788525364	0.260808001400767	logistic	403317	1038	402279	0.88336239041374	0.321749393157244	974	`078` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
079	FHOD3	sex	-0.000906695876241533	0.0269892182090273	0.999093715048261	0.973200313591979	logistic	405458	3179	402279	0.869550410648674	0.321718895668602	977	`079` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
079.1	FHOD3	sex	-0.0611468342451336	0.1978675852587	0.94068510484751	0.757299419908551	logistic	402339	60	402279	0.877833518663597	0.321717506878528	969	`079.1` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
079.2	FHOD3	sex	-0.0638914095723611	0.190213828059963	0.938106863425378	0.736951888030508	logistic	402344	65	402279	0.882045712927655	0.321717236991231	970	`079.2` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
079.9	FHOD3	sex	NA	NA	NA	NA	NA	402279	NA	NA	NA	NA	969	NA	NA	 [Note: Column(s) dropped due to lack of variability:  079.9 ] [Error: non-varying phenotype or genotype]
080	FHOD3	sex	-0.0138698793439078	0.0216053278477887	0.986225864270653	0.520895456099635	logistic	407470	5006	402464	0.879410783872952	0.321748840405429	986	`080` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
081	FHOD3	sex	0.0321882374872496	0.0401169541973151	1.03271188209978	0.422344771402622	logistic	403880	1416	402464	0.854177818263635	0.321810933940774	979	`081` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
081.1	FHOD3	sex	NA	NA	NA	NA	NA	402464	NA	NA	NA	NA	977	NA	NA	 [Note: Column(s) dropped due to lack of variability:  081.1 ] [Error: non-varying phenotype or genotype]
081.11	FHOD3	sex	NA	NA	NA	NA	NA	402464	NA	NA	NA	NA	977	NA	NA	 [Note: Column(s) dropped due to lack of variability:  081.11 ] [Error: non-varying phenotype or genotype]
081.12	FHOD3	sex	NA	NA	NA	NA	NA	402464	NA	NA	NA	NA	977	NA	NA	 [Note: Column(s) dropped due to lack of variability:  081.12 ] [Error: non-varying phenotype or genotype]
090	FHOD3	sex	0.389140481934111	0.182720517833504	1.47571184762657	0.0331961199417893	logistic	408641	62	408579	0.869802509087046	0.321766538355182	988	`090` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
090.2	FHOD3	sex	NA	NA	NA	NA	logistic	408584	5	408579	0.867599629682099	0.321753911068471	988	`090.2` ~ `FHOD3` + `sex`	NA	 [Error: < 20  cases or controls]
090.3	FHOD3	sex	NA	NA	NA	NA	logistic	408584	5	408579	0.867599629682099	0.321753911068471	988	`090.3` ~ `FHOD3` + `sex`	NA	 [Error: < 20  cases or controls]
1000	FHOD3	sex	-0.0184990410778159	0.061164799727449	0.981671015937455	0.762312191616563	logistic	408641	619	408022	0.869802509087046	0.321766538355182	988	`1000` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
1001	FHOD3	sex	0.0482537304246118	0.0460334279455788	1.04943689561554	0.294531548608363	logistic	408641	1069	407572	0.869802509087046	0.321766538355182	988	`1001` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
1002	FHOD3	sex	0.0119537538093084	0.0180468618976453	1.01202548546026	0.507732211788714	logistic	408641	7148	401493	0.869802509087046	0.321766538355182	988	`1002` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
1004	FHOD3	sex	0.0630459352468211	0.0645020301280438	1.06507576262568	0.328358496262542	logistic	408641	541	408100	0.869802509087046	0.321766538355182	988	`1004` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
1005	FHOD3	sex	0.0134791955402838	0.0395978610116802	1.01357044944527	0.73355372800961	logistic	408641	1463	407178	0.869802509087046	0.321766538355182	988	`1005` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
1006	FHOD3	sex	0.133396936718255	0.0923625434517379	1.14270348929431	0.148661561294055	logistic	408641	258	408383	0.869802509087046	0.321766538355182	988	`1006` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
1007	FHOD3	sex	-0.20165451974429	0.0909729422550378	0.817377266875337	0.0266475086663446	logistic	408641	301	408340	0.869802509087046	0.321766538355182	988	`1007` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
1008	FHOD3	sex	-0.0298599508704386	0.0765181753532895	0.970581453118255	0.696363935554826	logistic	408641	397	408244	0.869802509087046	0.321766538355182	988	`1008` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
1009	FHOD3	sex	-0.0184946858646424	0.0168487876455819	0.981675291333306	0.272341429402744	logistic	408641	8328	400313	0.869802509087046	0.321766538355182	988	`1009` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
1010	FHOD3	sex	-0.0267943392860244	0.012255944522449	0.97356144427844	0.0287986291760184	logistic	408641	16061	392580	0.869802509087046	0.321766538355182	988	`1010` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
1011	FHOD3	sex	-0.0461849069193594	0.0239812528769965	0.954865384649335	0.0541199236628423	logistic	408641	4101	404540	0.869802509087046	0.321766538355182	988	`1011` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
1012	FHOD3	sex	0.146304580595198	0.302107609706314	1.15754870123613	0.628187385443809	logistic	408641	24	408617	0.869802509087046	0.321766538355182	988	`1012` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
1013	FHOD3	sex	-0.080416545947512	0.0857618223327438	0.922731906087549	0.348412479114706	logistic	408641	322	408319	0.869802509087046	0.321766538355182	988	`1013` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
1014	FHOD3	sex	0.0962538085374435	0.202953431620575	1.10103848149986	0.635310597965602	logistic	408641	54	408587	0.869802509087046	0.321766538355182	988	`1014` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
1015	FHOD3	sex	-0.00329315031106153	0.0256425101026229	0.99671226616104	0.897812309875202	logistic	408641	3527	405114	0.869802509087046	0.321766538355182	988	`1015` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
1019	FHOD3	sex	0.00407268491256834	0.0120066596032752	1.00408098956402	0.734457439625833	logistic	408641	16584	392057	0.869802509087046	0.321766538355182	988	`1019` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
110	FHOD3	sex	-0.0493957186131748	0.0822503966687143	0.951804408445091	0.548137781488241	logistic	405412	346	405066	0.868062441803665	0.321745532939331	981	`110` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
110.1	FHOD3	sex	-0.0538512868611837	0.0831649248379979	0.947573012581205	0.517292850689075	logistic	405405	339	405066	0.870113807749973	0.321744921744922	981	`110.1` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
110.11	FHOD3	sex	0.0950365849583804	0.155509486344205	1.09969908683548	0.541113211563948	logistic	405158	92	405066	0.859450290349105	0.321759659194685	979	`110.11` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
110.12	FHOD3	sex	-0.0114691923484022	0.120078722636288	0.988596328110021	0.923906615457081	logistic	405226	160	405066	0.866098982116036	0.321753786775774	980	`110.12` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
110.13	FHOD3	sex	-0.0731590683036057	0.256020033208657	0.929452971758824	0.775065585691943	logistic	405102	36	405066	0.852781001393916	0.321753533677938	979	`110.13` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
110.2	FHOD3	sex	NA	NA	NA	NA	logistic	405074	8	405066	0.853654006393853	0.321754790482727	979	`110.2` ~ `FHOD3` + `sex`	NA	 [Error: < 20  cases or controls]
1100	FHOD3	sex	-0.0187894736076025	0.0287762376588378	0.981385948139363	0.513787858384386	logistic	408641	2812	405829	0.869802509087046	0.321766538355182	988	`1100` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
112	FHOD3	sex	0.0126490327954835	0.0280474075212793	1.01272937018355	0.65199849141497	logistic	407993	2927	405066	0.864868862663235	0.321775128494852	984	`112` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
112.3	FHOD3	sex	0.0858100376067734	0.225210540585881	1.08959932574882	0.703187362214999	logistic	405110	44	405066	0.856250886132452	0.321757053639752	979	`112.3` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
117	FHOD3	sex	0.00763375379087469	0.0811576782993927	1.00766296517287	0.925060882406022	logistic	405414	348	405066	0.848593895681775	0.32175627876689	981	`117` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
117.1	FHOD3	sex	NA	NA	NA	NA	logistic	405071	5	405066	0.856961204745845	0.321754704730776	979	`117.1` ~ `FHOD3` + `sex`	NA	 [Error: < 20  cases or controls]
117.2	FHOD3	sex	NA	NA	NA	NA	logistic	405067	1	405066	0.855877029784241	0.321754178938299	979	`117.2` ~ `FHOD3` + `sex`	NA	 [Error: < 20  cases or controls]
117.3	FHOD3	sex	NA	NA	NA	NA	logistic	405067	1	405066	0.856511258850727	0.321755413301997	979	`117.3` ~ `FHOD3` + `sex`	NA	 [Error: < 20  cases or controls]
117.4	FHOD3	sex	0.0758511294544957	0.106345314309297	1.07880196036592	0.475689128086446	logistic	405264	198	405066	0.855220158498044	0.321763097635122	980	`117.4` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
130	FHOD3	sex	0.263305383455063	0.162945460578916	1.30122403057271	0.106113528721806	logistic	408076	80	407996	0.864484273501861	0.321806477224831	987	`130` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
130.1	FHOD3	sex	0.354311619129111	0.259243054524785	1.42519923663396	0.171714354535127	logistic	408027	31	407996	0.863549570755649	0.32180100826661	986	`130.1` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
131	FHOD3	sex	NA	NA	NA	NA	logistic	408012	16	407996	0.861139338691281	0.321794457025774	986	`131` ~ `FHOD3` + `sex`	NA	 [Error: < 20  cases or controls]
132	FHOD3	sex	-0.125886804601782	0.248576394687314	0.881714647175439	0.612554081684904	logistic	408035	39	407996	0.864545619829912	0.321792248214001	986	`132` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
132.1	FHOD3	sex	NA	NA	NA	NA	logistic	408000	4	407996	0.863029804339966	0.321795343137255	986	`132.1` ~ `FHOD3` + `sex`	NA	 [Error: < 20  cases or controls]
133	FHOD3	sex	-0.054089395133594	0.181646145432925	0.947347414467651	0.765876097594942	logistic	408067	71	407996	0.861583517465305	0.321792744818866	986	`133` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
134	FHOD3	sex	-0.0655262555815858	0.118002807615829	0.936574456129765	0.578693555908607	logistic	408165	169	407996	0.861843131115284	0.321788982396825	986	`134` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
134.1	FHOD3	sex	-0.143535732961071	0.132128339603748	0.866289844532888	0.277330495757803	logistic	408135	139	407996	0.863200023048365	0.321784458573756	986	`134.1` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
136	FHOD3	sex	-0.206358551212973	0.0956035378217996	0.813541327752782	0.0308903474127916	logistic	408269	273	407996	0.864976987680071	0.321765796570398	987	`136` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
145	FHOD3	sex	-0.0109646832886646	0.0560694229877558	0.989095209748547	0.844958104121713	logistic	406979	735	406244	0.884127878095916	0.32173158811634	988	`145` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
145.1	FHOD3	sex	-0.183026164776007	0.202818380775699	0.832746366829883	0.366836938414559	logistic	406304	60	406244	0.884292289429105	0.321730773017248	987	`145.1` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
145.2	FHOD3	sex	0.0396861824704995	0.0808505747779971	1.04048420077147	0.623526612969213	logistic	406591	347	406244	0.89071643853726	0.321743471941091	988	`145.2` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
145.3	FHOD3	sex	-0.0813120587823558	0.140486166744593	0.921905957701415	0.562730541610051	logistic	406364	120	406244	0.883157021410211	0.321731255721471	987	`145.3` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
145.4	FHOD3	sex	0.236402175858557	0.243736218846925	1.26668363731983	0.33209139630138	logistic	406280	36	406244	0.884682829742648	0.321741163729448	987	`145.4` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
145.5	FHOD3	sex	-0.203123552762477	0.202116692384346	0.816177394224035	0.314905719798312	logistic	406305	61	406244	0.887415380486726	0.32172998117178	987	`145.5` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
149	FHOD3	sex	0.113216148059286	0.0549341585710875	1.11987396537448	0.0393085156968307	logistic	406979	735	406244	0.885540653073338	0.321780730701093	987	`149` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
149.1	FHOD3	sex	0.0986021613999861	0.087137059725434	1.10362714672971	0.257812947724861	logistic	406537	293	406244	0.885189746673352	0.321751771671459	987	`149.1` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
149.2	FHOD3	sex	0.263989064309688	0.23645391457365	1.30211395670805	0.264229395911217	logistic	406282	38	406244	0.888670798588024	0.32174204124229	987	`149.2` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
149.3	FHOD3	sex	0.155814780517782	0.192461902440583	1.16860973375352	0.418177204844761	logistic	406303	59	406244	0.885409684446468	0.321741409736084	987	`149.3` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
149.4	FHOD3	sex	0.116683503045357	0.0863253049427689	1.12376370561015	0.176480245862657	logistic	406541	297	406244	0.883848186976376	0.321754755362928	987	`149.4` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
149.5	FHOD3	sex	NA	NA	NA	NA	NA	406244	NA	NA	NA	NA	987	NA	NA	 [Note: Column(s) dropped due to lack of variability:  149.5 ] [Error: non-varying phenotype or genotype]
149.9	FHOD3	sex	0.0751923928879005	0.181481027499962	1.07809154807948	0.678635033377953	logistic	406312	68	406244	0.887628616632106	0.321739205339739	987	`149.9` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
150	FHOD3	sex	-0.0960207211533486	0.0508765643901662	0.908445191841548	0.0591163371996069	logistic	390174	923	389251	0.87972290683399	0.321669306514529	944	`150` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
151	FHOD3	sex	-0.116759632159425	0.0579403561984644	0.889799046536007	0.0438869037998175	logistic	389968	717	389251	0.878937639957245	0.321672547491076	942	`151` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
153	FHOD3	sex	-0.0178984564573209	0.0207271934818084	0.982260769532755	0.387848702366548	logistic	381502	5459	376043	0.827397255107469	0.321960304271013	923	`153` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
153.2	FHOD3	sex	-0.0162698245152835	0.0252531900590218	0.983861814199779	0.51940160439261	logistic	379700	3657	376043	0.850093384520296	0.321983144587833	919	`153.2` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
153.3	FHOD3	sex	-0.0220096263502138	0.0304154185787536	0.978230818213439	0.469290556137044	logistic	378562	2519	376043	0.841264773196219	0.321985566432975	915	`153.3` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
155	FHOD3	sex	0.0128180564267562	0.0692051598042529	1.01290055984633	0.853057879829971	logistic	389729	478	389251	0.87317419958044	0.321722273682482	941	`155` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
155.1	FHOD3	sex	-0.0320197856750385	0.107278015374565	0.968487419712263	0.765340796151717	logistic	389453	202	389251	0.869046261896722	0.321715328935712	941	`155.1` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
157	FHOD3	sex	0.029047300534259	0.0532026964978661	1.02947328796003	0.585083660750485	logistic	390056	805	389251	0.867980462967895	0.321732007711713	942	`157` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
158	FHOD3	sex	0.0020755444524656	0.0421188343080514	1.00207769988583	0.960697514491721	logistic	390549	1298	389251	0.847968343324124	0.321720193880921	942	`158` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
159	FHOD3	sex	-0.00361159676933055	0.0185758808022877	0.996394917201976	0.845843910966721	logistic	396035	6784	389251	0.837245916118713	0.321702627293042	960	`159` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
159.2	FHOD3	sex	0.159277826198655	0.0972349792955546	1.17266369812503	0.101406827004178	logistic	389482	231	389251	0.865656886097718	0.321740157439882	941	`159.2` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
159.3	FHOD3	sex	0.15761129275466	0.0913306415003433	1.17071104238852	0.0843974471598148	logistic	389513	262	389251	0.869173724292053	0.321742791639817	941	`159.3` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
159.4	FHOD3	sex	0.0219488279528126	0.0981037860214851	1.02219147550165	0.822966862335486	logistic	389488	237	389251	0.860158887553704	0.321722363718523	941	`159.4` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
164	FHOD3	sex	0.028471114014156	0.193075420868766	1.02888029018377	0.882768081438994	logistic	405137	61	405076	0.876446498572369	0.321841747359535	986	`164` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
165	FHOD3	sex	-0.0403952681838831	0.0258082747481095	0.960409744701127	0.11753459970085	logistic	408606	3530	405076	0.870872162086789	0.321763508122739	988	`165` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
165.1	FHOD3	sex	-0.0400021111244221	0.0277602357156845	0.960787410808415	0.149588636975131	logistic	408122	3046	405076	0.87631428268494	0.321775106463263	987	`165.1` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
170	FHOD3	sex	0.0598510356072244	0.0675992469626741	1.06167838248968	0.375951601242281	logistic	408641	493	408148	0.869802509087046	0.321766538355182	988	`170` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
170.1	FHOD3	sex	-0.0789659399598507	0.123164225750397	0.924071397818002	0.521429468949852	logistic	408304	156	408148	0.877573219876738	0.321744337552412	988	`170.1` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
170.2	FHOD3	sex	0.0809601397020525	0.0793777861018789	1.08432767408117	0.307759543258694	logistic	408503	355	408148	0.865537706576015	0.32176630281785	988	`170.2` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
172	FHOD3	sex	0.00949777313361908	0.0118151143904093	1.00954302011594	0.421474153291092	logistic	408497	17127	391370	0.859255842049434	0.321763684923023	988	`172` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
172.1	FHOD3	sex	-0.0129323871856151	0.0267484331541659	0.987150876812966	0.628753504859431	logistic	394622	3252	391370	0.881941078610735	0.321658447831089	957	`172.1` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
172.11	FHOD3	sex	-0.0129323871856151	0.0267484331541659	0.987150876812966	0.628753504859431	logistic	394622	3252	391370	0.881941078610735	0.321658447831089	957	`172.11` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
172.2	FHOD3	sex	0.0144918344867552	0.0129954000936718	1.01459735020947	0.264785684241519	logistic	405400	14030	391370	0.868570885868222	0.32178589047854	979	`172.2` ~ `FHOD3` + `sex`	(Intercept) + FHOD3 + sex	
172.21	FHOD3	sex	NA	NA	NA	NA	NA	391370	NA	NA	NA	NA	947	NA	NA	 [Note: Column(s) dropped due to lack of variability:  172.21 ] [Error: non-varying phenotype or genotype]
172.22	FHOD3	sex	NA	NA	NA	NA	NA	391370	NA	NA	NA	NA	947	NA	NA	 [Note: Column(s) dropped due to lack of variability:  172.22 ] [Error: non-varying phenotype or genotype]
